post_id,split,label,label_text,caption,full_claim,true_context,image_url,article_url,article_title,misinformation_type,verdict,text_credibility_label,image_context_mismatch,language,source_site,posted_date,fact_checked_by,categories,named_entities,image_available
NFC_nepali-flag-spotted-georgia-fact-check,train,1,out_of_context,Was there a Gen-Z movement in Georgia? Was Nepal's flag spotted there?,Was there a Gen-Z movement in Georgia? Was Nepal's flag spotted there?,The claim about Gen-Z movement in Georgia with Nepal flag sightings needs verification. Investigation found the Nepal flag sighting claim to be unverified or miscontextualized.,https://nepalfactcheck.org/wp-content/uploads/2025/10/georgia-300x169.jpg,https://nepalfactcheck.org/2025/10/nepali-flag-spotted-georgia-fact-check/,के जर्जियामा पनि जेन जी आन्दोलन भएको हो? त्यहाँ नेपालको झण्डा देखिएको हो?,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne-en,NepalFactCheck,2025-10-12,Nepal Factcheck,"International, Society","Georgia, Nepal Flag, Gen-Z",1
NFC_jagadish-kharel-fact-check,validation,0,in_context,के नवनियुक्त सञ्चार मन्त्री जगदीश खरेल नेपाली कांग्रेसका क्रियाशील सदस्य हुन्?,नवनियुक्त सञ्चारमन्त्री जगदीश खरेल नेपाली कांग्रेसका सक्रिय सदस्य हुन् ?,नवनियुक्त सञ्चारमन्त्री जगदीश खरेलको नेपाली कांग्रेसमा सक्रिय सदस्यता रहेको दाबी छानबिन गरी भ्रामक भएको पाइएको छ ।,https://nepalfactcheck.org/wp-content/uploads/2025/09/jagadish-kharel-300x169.jpg,https://nepalfactcheck.org/2025/09/jagadish-kharel-fact-check/,के नवनियुक्त सञ्चार मन्त्री जगदीश खरेल नेपाली कांग्रेसका क्रियाशील सदस्य हुन्?,Fabricated,Misleading / भ्रामक,manipulated,0,ne,NepalFactCheck,2025-10-15,Nepal Factcheck,Politics,"Jagadish Kharel, Communication Minister, Nepali Congress",1
NFC_election-expenses-candidate-disqualification-nepal,train,0,in_context,के चुनावी खर्च लुकाउने उम्मेदवारले आगामी चुनाव लड्न नपाउने भएका हुन् ?,चुनाव खर्च लुकाउने उम्मेदवारलाई आगामी निर्वाचनमा प्रतिबन्ध लगाइने ?,नयाँ निर्वाचन नियमावलीले भविष्यमा हुने निर्वाचनमा निर्वाचन खर्च लुकाउने उम्मेदवारलाई प्रतिबन्ध लगाएको दाबी छानबिन गरी स्पष्टीकरण आवश्यक भएको पाइयो।,https://nepalfactcheck.org/wp-content/uploads/2025/12/annapost.jpg,https://nepalfactcheck.org/2025/12/election-expenses-candidate-disqualification-nepal/,के चुनावी खर्च लुकाउने उम्मेदवारले आगामी चुनाव लड्न नपाउने भएका हुन् ?,Fabricated,Misleading / भ्रामक,manipulated,0,ne,NepalFactCheck,2025-12-01,Nepal Factcheck,"Legal, Election","Election Commission, Nepal, Election Expenses",1
NFC_qatar-elephant-viral-video-made-by-ai,test,0,in_context,Viral video about Qatar welcoming pair of elephants is made by AI,Viral video about Qatar welcoming pair of elephants is made by AI,The viral video showing Qatar welcoming a pair of elephants with grand ceremony is AI-generated.,https://nepalfactcheck.org/wp-content/uploads/2025/12/Hatti_FactCheck-300x169.png,https://nepalfactcheck.org/2025/12/qatar-elephant-viral-video-made-by-ai/,कतारमा हात्ती जोडीको स्वागतबारे भाइरल भिडियो एआईले बनाएको,Fabricated,False / झुटो,fabricated,0,ne-en,NepalFactCheck,2025-12-05,Nepal Factcheck,"International, Wildlife","Qatar, Elephant, AI Generated Video",1
NFC_gagan-thapa-viral-photo,test,0,in_context,"नपत्याउनुस्, गगन थापालाई सर्लाही-४ का जनताले लखेटेको फोटो सही होइन",पत्याउनु पर्दैन - सर्लाही–४ का जनताले गगन थापालाई पछ्याएको तस्बिर वास्तविक होइन,सर्लाही–४ निर्वाचन क्षेत्रका जनताले गगन थापालाई लखेटेको भाइरल फोटो वास्तविक होइन ।,https://nepalfactcheck.org/wp-content/uploads/2026/01/FACT_CHECK-DESIGN-2-300x169.png,https://nepalfactcheck.org/2026/01/gagan-thapa-viral-photo/,"नपत्याउनुस्, गगन थापालाई सर्लाही-४ का जनताले लखेटेको फोटो सही होइन",Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-01-10,Nepal Factcheck,"Politics, Election","Gagan Thapa, Sarlahi, Nepali Congress",1
NFC_ai-generated-photo-trishuli,train,0,in_context,त्रिशुली किनारमा मानव अवशेष भेटिएको भन्दै भाइरल फोटो सही होइन,त्रिशूली नदी किनारमा भेटिएको मानव अवशेष सत्य नभएको भाइरल फोटो,त्रिशूली नदीको किनारमा मानव अवशेष फेला परेको भाइरल तस्बिर एआईद्वारा निर्मित र वास्तविक तस्बिर होइन।,https://nepalfactcheck.org/wp-content/uploads/2026/01/kankal-300x169.png,https://nepalfactcheck.org/2026/01/ai-generated-photo-trishuli/,त्रिशुली किनारमा मानव अवशेष भेटिएको भन्दै भाइरल फोटो सही होइन,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-01-18,Nepal Factcheck,Society,"Trishuli River, Human Remains, AI Generated",1
NFC_nagarik-claim-misleading,train,1,out_of_context,ओलीलाई १० हजार जरिवाना हुनसक्ने ‘नागरिक’ दैनिकको दावी यसकारण भ्रामक,ओलीलाई १० हजार जरिवाना हुनसक्ने नागरिक दैनिकको दाबी भ्रामक छ,प्रधानमन्त्री ओलीलाई १० हजार रुपैयाँ जरिवाना हुन सक्ने नागरिक दैनिकको दाबी भ्रामक छ । कानुनी सन्दर्भलाई गलत ढंगले प्रस्तुत गरियो।,https://nepalfactcheck.org/wp-content/uploads/2025/12/nagarik-dainik.jpg,https://nepalfactcheck.org/2025/12/nagarik-claim-misleading/,ओलीलाई १० हजार जरिवाना हुनसक्ने नागरिक दैनिकको दावी यसकारण भ्रामक,Miscaptioned,Misleading / भ्रामक,manipulated,1,ne,NepalFactCheck,2025-12-10,Nepal Factcheck,"Legal, Politics, Media","KP Sharma Oli, Nagarik Daily, Fine, Nepal",1
NFC_the-claim-that-garbage-piled-up-in-kathmandu-after-balen-resigned-as-mayor-is-misleading,test,1,out_of_context,"बालेनले राजीनामा दिएपछि काठमाडौँ फोहर भएको? होइन, ती पुराना फोटो हुन्","बलेनले मेयरबाट राजीनामा दिएपछि काठमाडौं फोहोर भयो ? होइन, ती तस्बिरहरू पुराना हुन्",बलेन शाहले मेयरबाट राजीनामा दिएपछि काठमाडौं फोहोर भएको दाबी भ्रामक छ । काठमाडौंको फोहोरको सेयर भइरहेका फोटो पुराना तस्बिर हुन् ।,https://nepalfactcheck.org/wp-content/uploads/2026/01/gagan-300x169.png,https://nepalfactcheck.org/2026/01/the-claim-that-garbage-piled-up-in-kathmandu-after-balen-resigned-as-mayor-is-misleading/,"बालेनले राजीनामा दिएपछि काठमाडौँ फोहर भएको? होइन, ती पुराना फोटो हुन्",Temporal_Mismatch,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2026-01-20,Nepal Factcheck,"Politics, Government","Balendra Shah, Balen, Kathmandu, Garbage, Mayor",1
NFC_fact-check-indira-rana-deputy-speaker-resignation,test,0,in_context,के प्रतिनिधि सभाका उपसभामुख इन्दिरा रानाले राजीनामा दिएकी हुन् ?,के उपसभामुख इन्दिरा राणाले दिइन् प्रतिनिधिसभाबाट राजीनामा ?,उपसभामुख इन्दिरा राणाले राजीनामा दिएको दाबी गलत हो । तथ्य जाँचका बेला उनले राजीनामा बुझाएकी थिइनन् ।,https://nepalfactcheck.org/wp-content/uploads/2025/12/by-speaker.jpg,https://nepalfactcheck.org/2025/12/fact-check-indira-rana-deputy-speaker-resignation/,के प्रतिनिधि सभाका उपसभामुख इन्दिरा रानाले राजीनामा दिएकी हुन् ?,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2025-12-15,Nepal Factcheck,"Politics, Government","Indira Rana, Deputy Speaker, Nepal Parliament",1
NFC_viral-photo-not-nepali,validation,1,out_of_context,नेपालको भन्दै भाइरल फोटो भियतनाम युद्ध बेलाको,भाइरल तस्बिर भियतनाम युद्धकालको हो भनी दाबी गरिएको नेपालको हो,नेपालका बाबु छोरा देखाएको भाइरल तस्बिर वास्तवमा भियतनाम युद्धकालको हो ।,https://nepalfactcheck.org/wp-content/uploads/2026/01/FACT_CHECK-DESIGN-300x169.png,https://nepalfactcheck.org/2026/01/viral-photo-not-nepali/,नेपालको भन्दै भाइरल फोटो भियतनाम युद्ध बेलाको,Geographic_Mismatch,False / झुटो,out_of_context,1,ne,NepalFactCheck,2026-01-22,Nepal Factcheck,"History, Society","Nepal, Vietnam War, Photo",1
NFC_rabi-lamichhane-viral-photo-2,test,0,in_context,अस्पतालको बेडमा रवि लामिछाने : भाइरल फोटो सही होइन,अस्पतालको बेडमा रवि लामिछाने: भाइरल तस्बिर वास्तविक होइन,अस्पतालको बेडमा रवि लामिछानेको भाइरल फोटो वास्तविक होइन । यो AI-उत्पन्न वा डिजिटल रूपमा हेरफेर गरिएको छ।,https://nepalfactcheck.org/wp-content/uploads/2026/01/rabi-2-300x169.png,https://nepalfactcheck.org/2026/01/rabi-lamichhane-viral-photo-2/,अस्पतालको बेडमा रवि लामिछाने : भाइरल फोटो सही होइन,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-01-25,Nepal Factcheck,"Politics, Health","Rabi Lamichhane, RSP, Hospital, AI Generated",1
NFC_misleading-modi-speech,train,1,out_of_context,के मोदीले नेपालका नेताहरूलाई “जङ्गलराजवाला” आरोप लगाएका हुन् ?,के मोदीले नेपाली नेताहरुलाई जङ्गल राज चलाएको आरोप लगाए ?,भारतीय प्रधानमन्त्री मोदीले नेपाली नेताहरूलाई ‘जंगलराज’ (अवैध शासन) चलाएको आरोप लगाएको दाबी भ्रामक छ। भाषण गलत उद्धृत र गलत सन्दर्भ गरिएको थियो।,https://nepalfactcheck.org/wp-content/uploads/2025/12/modi.jpg,https://nepalfactcheck.org/2025/12/misleading-modi-speech/,के मोदीले नेपालका नेताहरूलाई जङ्गलराजवाला आरोप लगाएका हुन् ?,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2025-12-18,Nepal Factcheck,"International, Politics","Narendra Modi, Nepal, India, Jungle Raj",1
NFC_pradip-gyawali-crying-video-by-ai,validation,0,in_context,"प्रदीप ज्ञवाली रोएको? होइन, भाइरल भिडियो एआईबाट बनेको","रोए प्रदीप ज्ञवाली ? होइन, भाइरल भिडियो AI द्वारा बनाईएको हो",प्रदीप ज्ञवाली रोएको भाइरल भिडियो एआई जेनेरेट गरिएको हो । वास्तविक जीवनमा उनी रोएका थिएनन् ।,https://nepalfactcheck.org/wp-content/uploads/2025/12/pradip-gyawali-2.jpg,https://nepalfactcheck.org/2025/12/pradip-gyawali-crying-video-by-ai/,"प्रदीप ज्ञवाली रोएको? होइन, भाइरल भिडियो एआईबाट बनेको",Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2025-12-20,Nepal Factcheck,"Politics, Technology","Pradeep Gyawali, CPN-UML, AI Generated, Deepfake",1
NFC_misleading-video-about-janakpur-hospital,train,1,out_of_context,जनकपुर अस्पतालका चिकित्सकले बिरामी कुटेको भन्दै भाइरल भिडियो वास्तवमा भारतको,जनकपुर अस्पतालमा डाक्टरले बिरामीलाई कुटपिट गरेको भिडियो भाइरल नै भारतको हो,जनकपुर अस्पतालमा डाक्टरले बिरामीलाई कुटेको देखाएको भाइरल भिडियो नेपालको नभई भारतको हो ।,https://nepalfactcheck.org/wp-content/uploads/2025/12/Hospital-300x169.png,https://nepalfactcheck.org/2025/12/misleading-video-about-janakpur-hospital/,जनकपुर अस्पतालका चिकित्सकले बिरामी कुटेको भन्दै भाइरल भिडियो वास्तवमा भारतको,Geographic_Mismatch,False / झुटो,out_of_context,1,ne,NepalFactCheck,2025-12-22,Nepal Factcheck,"Health, Society","Janakpur, Hospital, Doctor, India",1
NFC_mahesh-basnet-fake-video,train,1,out_of_context,महेश बस्नेतलाई जुत्ताको माला लगाएर मोसो दलिएको भिडियो यसकारण भ्रामक,महेश बस्नेतलाई जुत्ताको माला लगाएर कालिलो हालेको भिडियो भ्रामक छ,महेश बस्नेतलाई जुत्ताको माला लगाएर कालिले कालो हालेको भाइरल भिडियो भ्रामक छ । सन्दर्भ र पहिचान दावीहरू गलत थिए।,https://nepalfactcheck.org/wp-content/uploads/2025/12/mahesh-basnet.jpg,https://nepalfactcheck.org/2025/12/mahesh-basnet-fake-video/,महेश बस्नेतलाई जुत्ताको माला लगाएर मोसो दलिएको भिडियो यसकारण भ्रामक,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2025-12-25,Nepal Factcheck,Politics,"Mahesh Basnet, CPN-UML",1
NFC_uml-convention-misleading,test,1,out_of_context,एमाले महाधिवेशनका केही भाइरल फोटोहरु यसकारण भ्रामक,एमाले महाधिवेशनका केही भाइरल तस्बिरहरू यी कारणले भ्रामक छन्,"CPN-UML अधिवेशनका धेरै भाइरल तस्बिरहरू भ्रामक, या त सन्दर्भ बाहिर वा डिजिटल रूपमा परिवर्तन गरिएको फेला पर्यो।",https://nepalfactcheck.org/wp-content/uploads/2025/12/uml-convention.jpg,https://nepalfactcheck.org/2025/12/uml-convention-misleading/,एमाले महाधिवेशनका केही भाइरल फोटोहरु यसकारण भ्रामक,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2025-12-28,Nepal Factcheck,Politics,"CPN-UML, UML Convention, Nepal",1
NFC_balen-viral-video-ai-claim,train,1,out_of_context,के उम्मेदवारी दर्ताका दिन बालेन रिसाएको भिडियो एआईबाट बनेको हो ?,उम्मेदवारी दर्ताको दिन बलेनको रिस उठेको भिडियो एआईले बनाएको हो ?,उम्मेदवार दर्ताका क्रममा आक्रोशित देखिएका बलेन शाहको भाइरल भिडियोको छानबिन भएको छ । यो AI-उत्पन्न नभएको फेला पर्यो तर भ्रामक रूपमा क्याप्शन गरिएको थियो।,https://nepalfactcheck.org/wp-content/uploads/2026/01/balen-5.jpg,https://nepalfactcheck.org/2026/01/balen-viral-video-ai-claim/,के उम्मेदवारी दर्ताका दिन बालेन रिसाएको भिडियो एआईबाट बनेको हो ?,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2026-01-28,Nepal Factcheck,"Politics, Election","Balendra Shah, Balen, Nomination, AI",1
NFC_viral-video-is-not-burj-khalifa,train,1,out_of_context,Viral video is not of Burj Khalifa but of Kuwait,Viral video is not of Burj Khalifa but of Kuwait,The viral video being shared as Burj Khalifa is not from Dubai's Burj Khalifa but from a building in Kuwait.,https://nepalfactcheck.org/wp-content/uploads/2025/11/viral-video-300x169.jpg,https://nepalfactcheck.org/2025/11/viral-video-is-not-burj-khalifa/,"भाइरल भिडियो बुर्ज खलिफाको होइन, कुवेतको",Geographic_Mismatch,False / झुटो,out_of_context,1,ne-en,NepalFactCheck,2025-11-05,Nepal Factcheck,International,"Burj Khalifa, Dubai, Kuwait, Building",1
NFC_indian-flag-uml-convention,train,0,in_context,एमाले महाधिवेशनमा भारतीय झण्डा? नझुक्किनुस् फोटो सम्पादन गरी भ्रामक बनाइएको हो,एमाले अधिवेशनमा भारतीय झण्डा ? भ्रममा नपर्नुहोस् - तस्बिर भ्रामक हुन सम्पादन गरिएको थियो,नेकपा एमालेको महाधिवेशनमा भारतीय झण्डा देखाइएको भाइरल फोटो भ्रामक छ । भारतीय झण्डा थप्न फोटो डिजिटल रूपमा सम्पादन गरिएको थियो।,https://nepalfactcheck.org/wp-content/uploads/2025/12/uml-convention-2.jpg,https://nepalfactcheck.org/2025/12/indian-flag-uml-convention/,एमाले महाधिवेशनमा भारतीय झण्डा? नझुक्किनुस् फोटो सम्पादन गरी भ्रामक बनाइएको हो,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2025-12-02,Nepal Factcheck,Politics,"CPN-UML, Indian Flag, Edited Photo, UML Convention",1
NFC_bronze-lead,train,0,in_context,के चरेसको भाँडामा खाँदा स्वास्थ्यलाई असर गर्छ ?,के काँसाको भाँडो खाँदा स्वास्थ्यमा असर पर्छ ?,काँसा (कान्सा/कांस्य मिश्र धातु) भाँडाहरूबाट खाने स्वास्थ्य प्रभावहरूको बारेमा दावी अनुसन्धान गरियो। लेखले कांस्य बनाम सीसा प्रदूषणको बारेमा तथ्यहरूको समीक्षा गर्दछ।,https://nepalfactcheck.org/wp-content/uploads/2025/11/viral-video-300x169.png,https://nepalfactcheck.org/2025/11/bronze-lead/,के चरेसको भाँडामा खाँदा स्वास्थ्यलाई असर गर्छ ?,Fabricated,Misleading / भ्रामक,manipulated,0,ne,NepalFactCheck,2025-11-10,Nepal Factcheck,"Health, Consumer","Bronze, Lead, Health, Nepal",1
NFC_oli-viral-video-old,test,1,out_of_context,"ओलीको सरकारविरोधी अभिव्यक्तिको भाइरल भिडियो : अहिलेको होइन, चार वर्ष पुरानो","ओलीको सरकार विरोधी भनाइको भाइरल भिडियोः भर्खरको होइन, चार वर्ष पुरानो","केपी शर्मा ओलीले सरकार विरोधी भनाइ गरेको भाइरल भिडियो चार वर्ष पुरानो हो, वर्तमान प्रधानमन्त्री हुँदाको होइन ।",https://nepalfactcheck.org/wp-content/uploads/2025/12/Copy-of-Fact-Check-1.jpg,https://nepalfactcheck.org/2025/12/oli-viral-video-old/,"ओलीको सरकारविरोधी अभिव्यक्तिको भाइरल भिडियो : अहिलेको होइन, चार वर्ष पुरानो",Temporal_Mismatch,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2026-01-05,Nepal Factcheck,Politics,"KP Sharma Oli, CPN-UML, Government",1
NFC_sahakari-viral-claim,validation,1,out_of_context,सहकारी छानबिनबारे गगन थापाले माफी मागेका हुन्? यस्तो छ वास्तविकता,के गगन थापाले सहकारी छानबिनमा माफी मागे ? यो यथार्थ हो,सहकारी ठगी अनुसन्धानमा गगन थापाले माफी मागेको भाइरल दाबी गलत हो । उनको वास्तविक भनाइ फरक थियो।,https://nepalfactcheck.org/wp-content/uploads/2026/01/gagan.jpg,https://nepalfactcheck.org/2026/01/sahakari-viral-claim/,सहकारी छानबिनबारे गगन थापाले माफी मागेका हुन्? यस्तो छ वास्तविकता,Miscaptioned,False / झुटो,out_of_context,1,ne,NepalFactCheck,2026-01-08,Nepal Factcheck,"Politics, Finance","Gagan Thapa, Nepali Congress, Cooperative, Sahakari",1
NFC_did-gagan-thapa-say-nepali-congress-is-not-a-party-of-the-poor-and-squatters,train,1,out_of_context,के गगन थापाले ‘कांग्रेस गरिब र सुकुम्बासीको पार्टी होइन’ भनेर बोलेका हुन्?,गगन थापाले नेपाली कांग्रेस गरिबको पार्टी होइन भनेका थिए ?,गगन थापाको भनाइलाई प्रसंगभन्दा बाहिर निकालियो । उनले एक सूक्ष्म सन्दर्भमा बयान दिए र भाइरल व्याख्या भ्रामक छ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/oli-misleading-1-300x169.png,https://nepalfactcheck.org/2026/02/did-gagan-thapa-say-nepali-congress-is-not-a-party-of-the-poor-and-squatters/,के गगन थापाले कांग्रेस गरिब र सुकुम्बासीको पार्टी होइन भनेर बोलेका हुन्?,Miscaptioned,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2026-02-05,Nepal Factcheck,Politics,"Gagan Thapa, Nepali Congress, Poor, Squatters",1
NFC_claim-of-election-cash-at-balens-home-is-false,test,0,in_context,बालेनको घरमा चुनावको लागि बोरामा पैसा ओसारेको दाबी यसकारण मिथ्या,बलेनको घरमा बोरामा चुनाव नगदको दाबी गलत हो,बलेन शाहको घरमा चुनावी नगद बोरामा ल्याएको भाइरल दाबी झुटो र प्रमाणविना हो ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-300x169.png,https://nepalfactcheck.org/2026/02/claim-of-election-cash-at-balens-home-is-false/,बालेनको घरमा चुनावको लागि बोरामा पैसा ओसारेको दाबी यसकारण मिथ्या,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-02-08,Nepal Factcheck,"Politics, Election","Balendra Shah, Balen, Election Cash, Jhapa-5",1
NFC_edited-video-of-oli-programme,test,0,in_context,के झापामा ओलीको कार्यक्रममा घण्टीको नारा लागेको हो ?,झापामा ओलीको कार्यक्रममा घण्टी बज्यो ?,झापामा केपी ओलीको कार्यक्रममा घण्टी (रासपाको पार्टी चिन्ह) नारा लगाइएको भाइरल दाबी सम्पादित भिडियोमा आधारित छ । मूल भिडियोमा एमालेका नाराहरू देखाइएको छ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-1-300x169.png,https://nepalfactcheck.org/2026/02/edited-video-of-oli-programme/,के झापामा ओलीको कार्यक्रममा घण्टीको नारा लागेको हो ?,Fabricated,Misleading / भ्रामक,manipulated,0,ne,NepalFactCheck,2026-02-10,Nepal Factcheck,"Politics, Election","KP Sharma Oli, Jhapa, RSP, Bell Slogans, CPN-UML",1
NFC_nuwakot-rsp-misinformation,test,1,out_of_context,नुवाकोटमा रास्वपालाई लखेटे भन्दै भाइरल भिडियो जाजरकोटको खेलकुद प्रतियोगिताको,जाजरकोटमा भएको खेलकुद प्रतियोगिताको नुवाकोटमा आरएसपीले खेदेको भनी भाइरल भिडियो,नुवाकोटमा आरएसपी समर्थकलाई लखेटेको भाइरल भिडियो वास्तवमा जाजरकोटमा भएको खेलकुद प्रतियोगिताको फुटेज हो ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-3-1-300x169.png,https://nepalfactcheck.org/2026/02/nuwakot-rsp-misinformation/,नुवाकोटमा रास्वपालाई लखेटे भन्दै भाइरल भिडियो जाजरकोटको खेलकुद प्रतियोगिताको,Geographic_Mismatch,False / झुटो,out_of_context,1,ne,NepalFactCheck,2026-02-12,Nepal Factcheck,"Politics, Sports","RSP, Nuwakot, Jajarkot, Sports Competition",1
NFC_rajesh-hamal-edited-picture,train,0,in_context,"राजेश हमालले चुनाव प्रचार गरेको? होइन, भाइरल फोटो सम्पादन गरिएको हो","के राजेश हमालले चुनाव प्रचार गरे ? होइन, भाइरल फोटो सम्पादन गरिएको छ",अभिनेता राजेश हमाललाई चुनावी प्रचार गर्दै गरेको भाइरल फोटो डिजिटल सम्पादन गरिएको छ । उनले प्रचारप्रसार गरेनन् ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/rajesh-hamal-300x169.png,https://nepalfactcheck.org/2026/02/rajesh-hamal-edited-picture/,"राजेश हमालले चुनाव प्रचार गरेको? होइन, भाइरल फोटो सम्पादन गरिएको हो",Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-02-15,Nepal Factcheck,"Entertainment, Election","Rajesh Hamal, Election Campaign, Edited Photo",1
NFC_ai-generated-viral-video-of-rsp,train,0,in_context,"नझुक्किनुस्, ‘रुकुममा घण्टी समर्थक’ भन्दै भाइरल भिडियो एआईबाट बनेको हो",रुकुममा आरएसपी घण्टी समर्थकहरूको एआई-जेनरेट भाइरल भिडियो,रुकुममा आरएसपी घण्टी समर्थकको जुलुस देखाउने भाइरल भिडियो एआई-जेनेरेट गरिएको हो।,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-5-300x168.jpg,https://nepalfactcheck.org/2026/02/ai-generated-viral-video-of-rsp/,"नझुक्किनुस्, रुकुममा घण्टी समर्थक भन्दै भाइरल भिडियो एआईबाट बनेको हो",Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-02-18,Nepal Factcheck,"Politics, Election","RSP, Rukum, AI Generated, Bell Supporters",1
NFC_viral-video-claiming-anti-balen-protests-in-kathmandu-is-from-2022-not-recent,train,1,out_of_context,"चुनावी माहौलमा बालेनविरोधी नाराबाजी? नझुक्किनुस्, भिडियो चार वर्ष पुरानो हो","चुनावी माहोलमा बलेन विरोधी नारा ? भ्रममा नपर्नुहोस्, भिडियो चार वर्ष पुरानो हो",चुनावको समयमा बलेन शाह विरोधी प्रदर्शन देखाउने दाबी गर्ने भाइरल भिडियो चार वर्ष पुरानो र वर्तमान निर्वाचनसँग सम्बन्धित छैन।,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-2-300x169.png,https://nepalfactcheck.org/2026/02/viral-video-claiming-anti-balen-protests-in-kathmandu-is-from-2022-not-recent/,"चुनावी माहौलमा बालेनविरोधी नाराबाजी? नझुक्किनुस्, भिडियो चार वर्ष पुरानो हो",Temporal_Mismatch,Misleading / भ्रामक,out_of_context,1,ne,NepalFactCheck,2026-02-20,Nepal Factcheck,"Politics, Election","Balendra Shah, Balen, Anti-Balen, Protest Video",1
NFC_rekha-thapa-viral-photo-is-edited,train,0,in_context,"रेखा थापाले प्रचण्डको पक्षमा मत मागेकी छैनन्, भाइरल फोटो सम्पादन गरिएको हो","रेखा थापाले प्रचण्डको लागि प्रचार गरेनन्, भाइरल तस्बिर सम्पादन !",अभिनेत्री रेखा थापाले पुष्पकमल दाहाल (प्रचण्ड) को प्रचारप्रसार गरिरहेको भाइरल फोटो डिजिटल सम्पादन गरिएको छ ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-3-300x169.png,https://nepalfactcheck.org/2026/02/rekha-thapa-viral-photo-is-edited/,"रेखा थापाले प्रचण्डको पक्षमा मत मागेकी छैनन्, भाइरल फोटो सम्पादन गरिएको हो",Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-02-22,Nepal Factcheck,"Entertainment, Election","Rekha Thapa, Prachanda, CPN Maoist, Edited Photo",1
NFC_rajendra-lingden-false-quote,train,0,in_context,के राजेन्द्र लिङ्देनले दलितलाई मन्दिर छिर्न दिनु हुन्न भनेका हुन्?,के राजेन्द्र लिङ्देनले भनेका थिए दलितलाई मन्दिरमा जान दिनु हुँदैन ?,राप्रपाका अध्यक्ष राजेन्द्र लिङ्देनले दलितलाई मन्दिरमा पस्न दिनु हुँदैन भन्ने भाइरल भनाइ गलत हो ।,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-1-300x169.png,https://nepalfactcheck.org/2026/02/rajendra-lingden-false-quote/,के राजेन्द्र लिङ्देनले दलितलाई मन्दिर छिर्न दिनु हुन्न भनेका हुन्?,Fabricated,False / झुटो,fabricated,0,ne,NepalFactCheck,2026-02-25,Nepal Factcheck,"Politics, Social","Rajendra Lingden, RPP, Dalit, Temple",1
NFC_no-evidence-mahesh-basnet-was-assaulted-in-dhangadhi,train,0,in_context,धनगढीमा महेश बस्नेतले कुटाइ खाएको भन्दै भाइरल भिडियो भ्रामक,धनगढीमा महेश बस्नेतमाथि कुटपिट भएको भाइरल भिडियो भ्रामक छ,धनगढीमा महेश बस्नेतमाथि कुटपिट भएको भाइरल भिडियो भ्रामक छ । यस्तो आक्रमणको कुनै प्रमाण छैन।,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-3-300x169.png,https://nepalfactcheck.org/2026/02/no-evidence-mahesh-basnet-was-assaulted-in-dhangadhi/,धनगढीमा महेश बस्नेतले कुटाइ खाएको भन्दै भाइरल भिडियो भ्रामक,Fabricated,Misleading / भ्रामक,manipulated,0,ne,NepalFactCheck,2026-02-28,Nepal Factcheck,Politics,"Mahesh Basnet, CPN-UML, Dhangadhi",1
