post_id,image_url,caption,label,misinformation_type,named_entities,categories,posted_date,language,article_url,article_title
NFC_bhatbhateni-35-skeleton-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/09/bhatbhateni-claim-300x169.jpg,भाटभटेनी चुच्चेपाटीमा ३५ वटा कंकाल फेला नपरेको दाबी भ्रामक,1,Fabricated,"BhatBhateni, Chuchepati, Kathmandu, Skeletons",Society,02/09/2025,ne,https://nepalfactcheck.org/2025/09/bhatbhateni-35-skeleton-claim-misleading/,"भ्रममा नपर्नुस्, चुच्चेपाटीको भाटभटेनीमा ३५ जनाको कंकाल भेटिएको छैन"
NFC_bhatbhateni-35-skeleton-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/09/bhatbhateni-claim-300x169.jpg,चुच्चेपाटीको भाटभटेनी सुपरमार्केटमा ३५ वटा मानव कंकाल फेला परेको दाबी गलत हो ।,0,Pristine,"BhatBhateni, Chuchepati, Kathmandu, Skeletons",Society,02/09/2025,ne,https://nepalfactcheck.org/2025/09/bhatbhateni-35-skeleton-claim-misleading/,"भ्रममा नपर्नुस्, चुच्चेपाटीको भाटभटेनीमा ३५ जनाको कंकाल भेटिएको छैन"
NFC_balens-signature-not-for-rabi-support,https://nepalfactcheck.org/wp-content/uploads/2025/07/balen-in-support-of-rabi-lamichhane-300x169.png,रवि लामिछानेको समर्थनमा बलेन शाहले हस्ताक्षर गरेनन्,1,Fabricated,"Balendra Shah, Balen, Rabi Lamichhane, RSP",Politics,01/07/2025,ne,https://nepalfactcheck.org/2025/07/balens-signature-not-for-rabi-support/,"नझुक्किनुस्, बालेनले रवि लामिछानेको पक्षमा हस्ताक्षर गरेका होइनन्"
NFC_balens-signature-not-for-rabi-support,https://nepalfactcheck.org/wp-content/uploads/2025/07/balen-in-support-of-rabi-lamichhane-300x169.png,काठमाडौंका मेयर बलेन शाहले रवि लामिछानेको पक्षमा कुनै निवेदन वा कागजातमा हस्ताक्षर गरेका छैनन् । दाबी गलत छ।,0,Pristine,"Balendra Shah, Balen, Rabi Lamichhane, RSP",Politics,01/07/2025,ne,https://nepalfactcheck.org/2025/07/balens-signature-not-for-rabi-support/,"नझुक्किनुस्, बालेनले रवि लामिछानेको पक्षमा हस्ताक्षर गरेका होइनन्"
NFC_impeachment-vs-removal-deputy-speaker-nepal,https://nepalfactcheck.org/wp-content/uploads/2025/08/Deputy-speaker-impeachment-300x169.png,के उपसभामुखलाई महाभियोग लगाउन सकिन्छ ? मिडियाको समाचार भ्रामक छ,1,Miscaptioned,"Deputy Speaker, Impeachment, Nepal Parliament","Legal, Politics, Media",08/08/2025,ne,https://nepalfactcheck.org/2025/08/impeachment-vs-removal-deputy-speaker-nepal/,के उपसभामुखलाई महाभियोग लाग्छ? मिडिया समाचार यसकारण भ्रामक
NFC_impeachment-vs-removal-deputy-speaker-nepal,https://nepalfactcheck.org/wp-content/uploads/2025/08/Deputy-speaker-impeachment-300x169.png,"Media reporting about impeachment of the Deputy Speaker used incorrect legal terminology. The correct process is ""removal"", not ""impeachment"" (महाभियोग).",0,Pristine,"Deputy Speaker, Impeachment, Nepal Parliament","Legal, Politics, Media",08/08/2025,ne,https://nepalfactcheck.org/2025/08/impeachment-vs-removal-deputy-speaker-nepal/,के उपसभामुखलाई महाभियोग लाग्छ? मिडिया समाचार यसकारण भ्रामक
NFC_chain-message-about-new-rules-regarding-whatsapp-is-false,https://nepalfactcheck.org/wp-content/uploads/2025/05/whatsapp-factcheck-300x169.jpg,WhatsApp calls will be recorded - viral posts are false,1,Fabricated,"WhatsApp, Call Recording, Privacy","Technology, Privacy",10/05/2025,ne-en,https://nepalfactcheck.org/2025/05/chain-message-about-new-rules-regarding-whatsapp-is-false/,"नझुक्किनुस्, ह्वाट्सएप कलहरु रेकर्ड गरिने भन्दै फैलिएका पोस्ट सही होइन"
NFC_chain-message-about-new-rules-regarding-whatsapp-is-false,https://nepalfactcheck.org/wp-content/uploads/2025/05/whatsapp-factcheck-300x169.jpg,The viral chain message claiming WhatsApp calls will now be recorded is false. WhatsApp uses end-to-end encryption.,0,Pristine,"WhatsApp, Call Recording, Privacy","Technology, Privacy",10/05/2025,ne-en,https://nepalfactcheck.org/2025/05/chain-message-about-new-rules-regarding-whatsapp-is-false/,"नझुक्किनुस्, ह्वाट्सएप कलहरु रेकर्ड गरिने भन्दै फैलिएका पोस्ट सही होइन"
NFC_hpv-vaccine-clinical-trial-nepal-fact-check,https://nepalfactcheck.org/wp-content/uploads/2025/03/vaccine-300x169.png,HPV vaccine clinical trial was not conducted in Nepal - viral claim is false,1,Fabricated,"HPV Vaccine, Clinical Trial, Nepal",Health,05/03/2025,ne-en,https://nepalfactcheck.org/2025/03/hpv-vaccine-clinical-trial-nepal-fact-check/,"नेपालमा एचपीभी खोपको क्लिनिकल ट्रायल गरिएको होइन, भाइरल दावी गलत"
NFC_hpv-vaccine-clinical-trial-nepal-fact-check,https://nepalfactcheck.org/wp-content/uploads/2025/03/vaccine-300x169.png,The claim that HPV vaccine clinical trials were conducted in Nepal is false. Standard vaccine approval processes were followed.,0,Pristine,"HPV Vaccine, Clinical Trial, Nepal",Health,05/03/2025,ne-en,https://nepalfactcheck.org/2025/03/hpv-vaccine-clinical-trial-nepal-fact-check/,"नेपालमा एचपीभी खोपको क्लिनिकल ट्रायल गरिएको होइन, भाइरल दावी गलत"
NFC_prachanda-signature-not-for-lamichhane,https://nepalfactcheck.org/wp-content/uploads/2025/07/prachanda-with-rabi-fact-check-300x169.png,के रवि लामिछानेको समर्थनमा प्रचण्डले हस्ताक्षर गरे ?,1,Fabricated,"Pushpa Kamal Dahal, Prachanda, Rabi Lamichhane, RSP",Politics,05/07/2025,ne,https://nepalfactcheck.org/2025/07/prachanda-signature-not-for-lamichhane/,के प्रचण्डले रवि लामिछानेको पक्षमा हस्ताक्षर गरेका हुन्?
NFC_prachanda-signature-not-for-lamichhane,https://nepalfactcheck.org/wp-content/uploads/2025/07/prachanda-with-rabi-fact-check-300x169.png,रवि लामिछानेको पक्षमा कुनै पनि निवेदनमा पुष्पकमल दाहाल (प्रचण्ड)ले हस्ताक्षर गरेका छैनन् । दाबी गलत छ।,0,Pristine,"Pushpa Kamal Dahal, Prachanda, Rabi Lamichhane, RSP",Politics,05/07/2025,ne,https://nepalfactcheck.org/2025/07/prachanda-signature-not-for-lamichhane/,के प्रचण्डले रवि लामिछानेको पक्षमा हस्ताक्षर गरेका हुन्?
NFC_former-king-gyanendras-passport-cancellation-news-is-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/04/passport-of-former-king-300x169.png,ज्ञानेन्द्रको राहदानी खारेज भएको सञ्चारमाध्यममा भ्रामक खबर आएको छ,1,Miscaptioned,"Gyanendra Shah, Passport, Nepal Government","Politics, Government",02/04/2025,ne,https://nepalfactcheck.org/2025/04/former-king-gyanendras-passport-cancellation-news-is-misleading/,ज्ञानेन्द्रको राहदानी रद्द गर्ने तयारीबारे मिडियाका समाचार यसकारण भ्रामक
NFC_former-king-gyanendras-passport-cancellation-news-is-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/04/passport-of-former-king-300x169.png,पूर्वराजा ज्ञानेन्द्रको राहदानी खारेज गर्ने तयारीबारे सञ्चारमाध्यममा आएका समाचार भ्रामक र आधिकारिक पुष्टि नभएका थिए ।,0,Pristine,"Gyanendra Shah, Passport, Nepal Government","Politics, Government",02/04/2025,ne,https://nepalfactcheck.org/2025/04/former-king-gyanendras-passport-cancellation-news-is-misleading/,ज्ञानेन्द्रको राहदानी रद्द गर्ने तयारीबारे मिडियाका समाचार यसकारण भ्रामक
NFC_pregnancy-photo-kit-hoax,https://nepalfactcheck.org/wp-content/uploads/2025/07/prehnancy-test-kit-300x169.jpg,Technology to show father's photo in pregnancy test kit has not arrived,1,Fabricated,"Pregnancy Kit, Father Photo Hoax","Technology, Health",08/07/2025,ne-en,https://nepalfactcheck.org/2025/07/pregnancy-photo-kit-hoax/,"नझुक्किनुस्, प्रेगनेन्सी टेस्ट किटमा पिताको फोटो देखिने प्रविधि आइसकेको छैन"
NFC_pregnancy-photo-kit-hoax,https://nepalfactcheck.org/wp-content/uploads/2025/07/prehnancy-test-kit-300x169.jpg,The viral claim that a new pregnancy test kit shows the father's photo has not been invented. The claim is false.,0,Pristine,"Pregnancy Kit, Father Photo Hoax","Technology, Health",08/07/2025,ne-en,https://nepalfactcheck.org/2025/07/pregnancy-photo-kit-hoax/,"नझुक्किनुस्, प्रेगनेन्सी टेस्ट किटमा पिताको फोटो देखिने प्रविधि आइसकेको छैन"
NFC_nuwakot-five-babies-viral-photo-ai-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/08/nuwakot-5-babies-300x169.jpg,नुवाकोटकी एक महिलाले पाँच सन्तान जन्माएको भाइरल खबरले भ्रम फैलाएको छ,1,Fabricated,"Nuwakot, Five Babies, AI Generated","Society, Health",10/08/2025,ne,https://nepalfactcheck.org/2025/08/nuwakot-five-babies-viral-photo-ai-misleading/,नुवाकोटकी महिलाले पाँच बच्चा जन्माएको भाइरल सूचनाले यसरी फैलायो भ्रम
NFC_nuwakot-five-babies-viral-photo-ai-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/08/nuwakot-5-babies-300x169.jpg,नुवाकोटकी एक महिलाले पाँच सन्तान जन्माएको भाइरल तस्बिर र दाबी एआईद्वारा निर्मित र भ्रामक छ ।,0,Pristine,"Nuwakot, Five Babies, AI Generated","Society, Health",10/08/2025,ne,https://nepalfactcheck.org/2025/08/nuwakot-five-babies-viral-photo-ai-misleading/,नुवाकोटकी महिलाले पाँच बच्चा जन्माएको भाइरल सूचनाले यसरी फैलायो भ्रम
NFC_prime-minister-oli-did-not-mention-he-pleaded-for-ceasefire-between-india-and-pakistan,https://nepalfactcheck.org/wp-content/uploads/2025/05/deshsanchar-misleading-300x169.jpg,तथ्य जाँचः भारत–पाकिस्तान युद्ध र युद्धविरामबारे प्रधानमन्त्री ओलीले के भने ?,1,Miscaptioned,"KP Sharma Oli, India, Pakistan, Ceasefire","Politics, International",12/05/2025,ne,https://nepalfactcheck.org/2025/05/prime-minister-oli-did-not-mention-he-pleaded-for-ceasefire-between-india-and-pakistan/,तथ्य जाँच : भारत-पाकिस्तान युद्ध बारे प्रधानमन्त्री ओलीले के भनेका हुन् ?
NFC_prime-minister-oli-did-not-mention-he-pleaded-for-ceasefire-between-india-and-pakistan,https://nepalfactcheck.org/wp-content/uploads/2025/05/deshsanchar-misleading-300x169.jpg,प्रधानमन्त्री केपी शर्मा ओलीले भारत र पाकिस्तानबीच युद्धविरामका लागि व्यक्तिगत रुपमा बिन्ती गरेको दाबी गरेका छैनन् । उनको भनाइलाई गलत ढंगले प्रस्तुत गरिएको छ ।,0,Pristine,"KP Sharma Oli, India, Pakistan, Ceasefire","Politics, International",12/05/2025,ne,https://nepalfactcheck.org/2025/05/prime-minister-oli-did-not-mention-he-pleaded-for-ceasefire-between-india-and-pakistan/,तथ्य जाँच : भारत-पाकिस्तान युद्ध बारे प्रधानमन्त्री ओलीले के भनेका हुन् ?
NFC_viral-supadeurali-temple-photo-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2025/09/supa-deurali-300x169.png,सुपादेउराली मन्दिरको भाइरल फोटो वास्तविक होइन,1,Fabricated,"Supadeurali Temple, Arghakhanchi, AI Generated","Religion, Tourism",05/09/2025,ne,https://nepalfactcheck.org/2025/09/viral-supadeurali-temple-photo-ai-generated/,सुपादेउराली मन्दिरको भाइरल फोटो वास्तविक होइन
NFC_viral-supadeurali-temple-photo-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2025/09/supa-deurali-300x169.png,सुपादेउराली मन्दिर (सुपा देउराली) को भाइरल तस्बिर एआई द्वारा निर्मित हो र मन्दिरको वास्तविक फोटो होइन।,0,Pristine,"Supadeurali Temple, Arghakhanchi, AI Generated","Religion, Tourism",05/09/2025,ne,https://nepalfactcheck.org/2025/09/viral-supadeurali-temple-photo-ai-generated/,सुपादेउराली मन्दिरको भाइरल फोटो वास्तविक होइन
NFC_cyber-bureau-cib-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/08/12khari-factcheck-300x169.jpg,साइबर ब्यूरो सीआईबी अन्तर्गत रहेको समाचार गलत हो,1,Fabricated,"Cyber Bureau, CIB, Nepal Police","Legal, Government",12/08/2025,ne,https://nepalfactcheck.org/2025/08/%e0%a4%b8%e0%a4%be%e0%a4%87%e0%a4%ac%e0%a4%b0-%e0%a4%ac%e0%a5%8d%e0%a4%af%e0%a5%81%e0%a4%b0%e0%a5%8b-%e0%a4%b8%e0%a5%80%e0%a4%86%e0%a4%87%e0%a4%ac%e0%a5%80-%e0%a4%ae%e0%a4%be%e0%a4%a4%e0%a4%b9/,साइबर ब्युरो सीआइबीको मातहतमा रहेको समाचार गलत
NFC_cyber-bureau-cib-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/08/12khari-factcheck-300x169.jpg,साइबर ब्यूरो केन्द्रीय अनुसन्धान ब्यूरो (सिआइबी) अन्तर्गत पर्ने दाबी गर्ने समाचार गलत हो । यी छुट्टाछुट्टै संस्था हुन्।,0,Pristine,"Cyber Bureau, CIB, Nepal Police","Legal, Government",12/08/2025,ne,https://nepalfactcheck.org/2025/08/%e0%a4%b8%e0%a4%be%e0%a4%87%e0%a4%ac%e0%a4%b0-%e0%a4%ac%e0%a5%8d%e0%a4%af%e0%a5%81%e0%a4%b0%e0%a5%8b-%e0%a4%b8%e0%a5%80%e0%a4%86%e0%a4%87%e0%a4%ac%e0%a5%80-%e0%a4%ae%e0%a4%be%e0%a4%a4%e0%a4%b9/,साइबर ब्युरो सीआइबीको मातहतमा रहेको समाचार गलत
NFC_see-exam-not-cancelled-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/04/SEE-300x169.png,के अर्को वर्षबाट हुने SEE परिक्षा रद्द हुने ?,1,Fabricated,"SEE Exam, Nepal Education Board",Education,05/04/2025,ne,https://nepalfactcheck.org/2025/04/see-exam-not-cancelled-claim-misleading/,के आगामी वर्षदेखि एसइइ परीक्षा नहुने भएको हो ?
NFC_see-exam-not-cancelled-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2025/04/SEE-300x169.png,एसईई (माध्यमिक शिक्षा परीक्षा) अर्को वर्षबाट रद्द हुने दाबी गलत र भ्रामक छ ।,0,Pristine,"SEE Exam, Nepal Education Board",Education,05/04/2025,ne,https://nepalfactcheck.org/2025/04/see-exam-not-cancelled-claim-misleading/,के आगामी वर्षदेखि एसइइ परीक्षा नहुने भएको हो ?
NFC_rpp-balaju-indian-flag-photo-fake,https://nepalfactcheck.org/wp-content/uploads/2025/04/balkhu-300x169.jpg,राप्रपाको र्‍यालीमा भारतीय झण्डा ? सम्पादित तस्बिर प्रयोग गरेर गलत सूचना फैलियो,1,Fabricated,"RPP, Balaju, Indian Flag, Edited Photo",Politics,08/04/2025,ne,https://nepalfactcheck.org/2025/04/rpp-balaju-indian-flag-photo-fake/,राप्रपाको प्रदर्शनमा भारतीय झण्डा? सम्पादित फोटोका भरमा फैलाइएको भ्रम
NFC_rpp-balaju-indian-flag-photo-fake,https://nepalfactcheck.org/wp-content/uploads/2025/04/balkhu-300x169.jpg,राप्रपा (राष्ट्रिय प्रजातन्त्र पार्टी) को जुलुसमा भारतीय झण्डा देखाएको डिजिटल सम्पादन गरिएको तस्बिर झुटो प्रचार गरिएको थियो ।,0,Pristine,"RPP, Balaju, Indian Flag, Edited Photo",Politics,08/04/2025,ne,https://nepalfactcheck.org/2025/04/rpp-balaju-indian-flag-photo-fake/,राप्रपाको प्रदर्शनमा भारतीय झण्डा? सम्पादित फोटोका भरमा फैलाइएको भ्रम
NFC_private-plane-misleading-news,https://nepalfactcheck.org/wp-content/uploads/2025/07/FACT-CHECK-1-300x169.webp,नेपालीले निजी विमान खरिद गर्न पाउने व्यवस्था अहिलेसम्म कार्यान्वयन हुन सकेको छैन,1,Fabricated,"Private Plane, Nepal, Aviation Law","Government, Transport",12/07/2025,ne,https://nepalfactcheck.org/2025/07/private-plane-misleading-news/,"नझुक्किनुस्, नेपालीले पनि निजी जहाज किन्न पाउने व्यवस्था लागू भइसकेको छैन"
NFC_private-plane-misleading-news,https://nepalfactcheck.org/wp-content/uploads/2025/07/FACT-CHECK-1-300x169.webp,नेपालीले निजी विमान किन्न दिने नयाँ नियम लागू गरेको भाइरल दाबी गलत हो । त्यस्तो कुनै नीति लागू हुँदैन ।,0,Pristine,"Private Plane, Nepal, Aviation Law","Government, Transport",12/07/2025,ne,https://nepalfactcheck.org/2025/07/private-plane-misleading-news/,"नझुक्किनुस्, नेपालीले पनि निजी जहाज किन्न पाउने व्यवस्था लागू भइसकेको छैन"
NFC_genz-against-corruption-not-hindu-nation,https://nepalfactcheck.org/wp-content/uploads/2025/09/SEE-1-300x169.jpg,Gen-Z आन्दोलन हिन्दू राष्ट्रको मागका लागि भएको दाबी गर्ने भारतबाट गलत सूचना,1,Miscaptioned,"Gen-Z, Hindu Nation, Nepal, India","Politics, Society",08/09/2025,ne,https://nepalfactcheck.org/2025/09/genz-against-corruption-not-hindu-nation/,जेन-जीको आन्दोलन हिन्दू राष्ट्रको मागका लागि भन्दै भ्रामक सूचना भारतबाट फैलाइयो
NFC_genz-against-corruption-not-hindu-nation,https://nepalfactcheck.org/wp-content/uploads/2025/09/SEE-1-300x169.jpg,भारतबाट नेपाललाई हिन्दू राष्ट्र बनाउने उद्देश्यले नेपालको जेन-जेड आन्दोलनको भ्रामक सूचना फैलाइएको थियो। जेन-जेड आन्दोलन भ्रष्टाचार विरुद्ध थियो।,0,Pristine,"Gen-Z, Hindu Nation, Nepal, India","Politics, Society",08/09/2025,ne,https://nepalfactcheck.org/2025/09/genz-against-corruption-not-hindu-nation/,जेन-जीको आन्दोलन हिन्दू राष्ट्रको मागका लागि भन्दै भ्रामक सूचना भारतबाट फैलाइयो
NFC_journalist-suresh-rajak-postmortem-bullet-claim-false,https://nepalfactcheck.org/wp-content/uploads/2025/03/rajak-300x169.jpg,"पत्रकार सुरेश रजकको पोष्टमार्टम भएन, शरीरमा गोली लागेको खबर गलत",1,Fabricated,"Suresh Rajak, Journalist, Nepal","Media, Legal",15/03/2025,ne,https://nepalfactcheck.org/2025/03/journalist-suresh-rajak-postmortem-bullet-claim-false/,"पत्रकार रजकको पोस्टमार्टम गरिएकै छैन, शरीरमा गोली भेटिएको खबर गलत"
NFC_journalist-suresh-rajak-postmortem-bullet-claim-false,https://nepalfactcheck.org/wp-content/uploads/2025/03/rajak-300x169.jpg,पोष्टमार्टमपछि पत्रकार सुरेश रजकको शवमा गोली फेला परेको समाचार झुटो भएको छ । पोस्टमार्टम प्रकाशनको समयमा गरिएको थिएन।,0,Pristine,"Suresh Rajak, Journalist, Nepal","Media, Legal",15/03/2025,ne,https://nepalfactcheck.org/2025/03/journalist-suresh-rajak-postmortem-bullet-claim-false/,"पत्रकार रजकको पोस्टमार्टम गरिएकै छैन, शरीरमा गोली भेटिएको खबर गलत"
NFC_national-flag-was-not-at-half-mast-in-uml-event,https://nepalfactcheck.org/wp-content/uploads/2025/04/flag-half-mast-300x169.jpg,एमालेको कार्यक्रममा राष्ट्रिय झण्डा आधा झुकिएको दाबीको तथ्य जाँचः भ्रम वा वास्तविकता ?,1,Miscaptioned,"National Flag, CPN-UML, Half Mast",Politics,12/04/2025,ne,https://nepalfactcheck.org/2025/04/national-flag-was-not-at-half-mast-in-uml-event/,राष्ट्रिय झण्डा आधा झुकाइएको दावीको तथ्यजाँच: भ्रम कि वास्तविकता?
NFC_national-flag-was-not-at-half-mast-in-uml-event,https://nepalfactcheck.org/wp-content/uploads/2025/04/flag-half-mast-300x169.jpg,एमालेको कार्यक्रममा राष्ट्रिय झण्डा आधा झुकिएको दाबी भ्रामक छ । झण्डा स्थिति अन्य कारणले गर्दा थियो।,0,Pristine,"National Flag, CPN-UML, Half Mast",Politics,12/04/2025,ne,https://nepalfactcheck.org/2025/04/national-flag-was-not-at-half-mast-in-uml-event/,राष्ट्रिय झण्डा आधा झुकाइएको दावीको तथ्यजाँच: भ्रम कि वास्तविकता?
NFC_nepal-army-2,https://nepalfactcheck.org/wp-content/uploads/2025/03/army-300x169.jpg,तथ्य जाँच: सेना प्रमुखलाई जिम्मेवार भाइरल भइरहेको दाबी गलत हो,1,Fabricated,"Nepal Army Chief, Nepal Army","Military, Politics",20/03/2025,ne,https://nepalfactcheck.org/2025/03/nepal-army-2/,तथ्य जाँच : प्रधानसेनापतिको भनाइ भन्दै भाइरल भएको दाबी मिथ्या
NFC_nepal-army-2,https://nepalfactcheck.org/wp-content/uploads/2025/03/army-300x169.jpg,नेपाली सेना प्रमुखको भाइरल दाबी गलत हो । उनले त्यस्तो अभिव्यक्ति दिएनन् ।,0,Pristine,"Nepal Army Chief, Nepal Army","Military, Politics",20/03/2025,ne,https://nepalfactcheck.org/2025/03/nepal-army-2/,तथ्य जाँच : प्रधानसेनापतिको भनाइ भन्दै भाइरल भएको दाबी मिथ्या
NFC_relationship-insurance,https://nepalfactcheck.org/wp-content/uploads/2025/05/IK-FACT-CHECK-300x169.png,सम्बन्ध बीमा: अप्रिल फूलको मजाक समाचार बन्यो,1,Fabricated,"Relationship Insurance, April Fool, Nepal","Society, Media",15/05/2025,ne,https://nepalfactcheck.org/2025/05/relationship-insurance/,रिलेसनसिप इन्स्योरेन्स : अप्रिल फूलको मजाक बन्यो समाचार
NFC_relationship-insurance,https://nepalfactcheck.org/wp-content/uploads/2025/05/IK-FACT-CHECK-300x169.png,"नेपालमा ""सम्बन्ध बीमा"" को बारेमा समाचार अप्रिल फूल डे मजाक थियो जुन केहि आउटलेटहरू द्वारा वास्तविक समाचारको रूपमा रिपोर्ट गरिएको थियो।",0,Pristine,"Relationship Insurance, April Fool, Nepal","Society, Media",15/05/2025,ne,https://nepalfactcheck.org/2025/05/relationship-insurance/,रिलेसनसिप इन्स्योरेन्स : अप्रिल फूलको मजाक बन्यो समाचार
NFC_farmers-protest-gujarat-not-nepal,https://nepalfactcheck.org/wp-content/uploads/2025/08/milk-protest-300x169.png,किसानले विरोधमा दूध खन्याएको भाइरल भिडियो नेपालको होइन भारतको हो,1,Geographic_Mismatch,"Nepal, India, Gujarat, Farmers Protest","Agriculture, Society",15/08/2025,ne,https://nepalfactcheck.org/2025/08/farmers-protest-gujarat-not-nepal/,किसानले दुध पोखेर आन्दोलन गरिरहेको भाइरल भिडियो नेपालको हैन भारतको
NFC_farmers-protest-gujarat-not-nepal,https://nepalfactcheck.org/wp-content/uploads/2025/08/milk-protest-300x169.png,"किसानले विरोधमा दूध खन्याएको भाइरल भिडियो नेपालको होइन, भारतको गुजरातको हो ।",0,Pristine,"Nepal, India, Gujarat, Farmers Protest","Agriculture, Society",15/08/2025,ne,https://nepalfactcheck.org/2025/08/farmers-protest-gujarat-not-nepal/,किसानले दुध पोखेर आन्दोलन गरिरहेको भाइरल भिडियो नेपालको हैन भारतको
NFC_pashupatinath-temple-spire-fall-false-claim-review,https://nepalfactcheck.org/wp-content/uploads/2025/03/pashupati-300x169.jpg,तथ्य जाँचः के पशुपतिनाथ मन्दिरको शिखर ढलेको छ ?,1,Fabricated,"Pashupatinath, Temple, Kathmandu",Religion,25/03/2025,ne,https://nepalfactcheck.org/2025/03/pashupatinath-temple-spire-fall-false-claim-review/,तथ्य जाँच : के पशुपतिनाथ मन्दिरको गजुर खसेको हो?
NFC_pashupatinath-temple-spire-fall-false-claim-review,https://nepalfactcheck.org/wp-content/uploads/2025/03/pashupati-300x169.jpg,पशुपतिनाथ मन्दिरको सुनको शिखर (गजुर) ढलेको दाबी गलत हो । मन्दिरको संरचना यथावत छ ।,0,Pristine,"Pashupatinath, Temple, Kathmandu",Religion,25/03/2025,ne,https://nepalfactcheck.org/2025/03/pashupatinath-temple-spire-fall-false-claim-review/,तथ्य जाँच : के पशुपतिनाथ मन्दिरको गजुर खसेको हो?
NFC_polio-vaccine-misleading-claims-about-monkey-kidney-cells,https://nepalfactcheck.org/wp-content/uploads/2025/03/polio-300x169.jpg,Rumor that monkey kidney cells are mixed in polio vaccine is misleading,1,Fabricated,"Polio Vaccine, Monkey Cells, Nepal",Health,28/03/2025,ne-en,https://nepalfactcheck.org/2025/03/polio-vaccine-misleading-claims-about-monkey-kidney-cells/,पोलियो खोपमा बाँदरको कोशिका मिसाइएको भनेर फैलाइएको हल्ला भ्रामक
NFC_polio-vaccine-misleading-claims-about-monkey-kidney-cells,https://nepalfactcheck.org/wp-content/uploads/2025/03/polio-300x169.jpg,The claim that monkey kidney cells are mixed into polio vaccines is misleading. The manufacturing process uses controlled cell cultures that undergo extensive processing.,0,Pristine,"Polio Vaccine, Monkey Cells, Nepal",Health,28/03/2025,ne-en,https://nepalfactcheck.org/2025/03/polio-vaccine-misleading-claims-about-monkey-kidney-cells/,पोलियो खोपमा बाँदरको कोशिका मिसाइएको भनेर फैलाइएको हल्ला भ्रामक
NFC_false-claim-of-nepal-army-in-gujrat,https://nepalfactcheck.org/wp-content/uploads/2025/05/nepal-army-in-india-1-300x169.png,नेपाली सेना भारतको गुजरातमा रहेको भाइरल भिडियो वास्तवमा काठमाडौंको हो,1,Geographic_Mismatch,"Nepal Army, Gujarat, India, Kathmandu",Military,18/05/2025,ne,https://nepalfactcheck.org/2025/05/false-claim-of-nepal-army-in-gujrat/,भारतको गुजरातमा नेपाली सेना भन्दै भाइरल भएको भिडियो वास्तवमा काठमाडौँको
NFC_false-claim-of-nepal-army-in-gujrat,https://nepalfactcheck.org/wp-content/uploads/2025/05/nepal-army-in-india-1-300x169.png,भारतको गुजरातमा रहेको नेपाली सेना देखाउँदै शेयर गरिएको भिडियो वास्तवमा नेपालको काठमाडौंको हो ।,0,Pristine,"Nepal Army, Gujarat, India, Kathmandu",Military,18/05/2025,ne,https://nepalfactcheck.org/2025/05/false-claim-of-nepal-army-in-gujrat/,भारतको गुजरातमा नेपाली सेना भन्दै भाइरल भएको भिडियो वास्तवमा काठमाडौँको
NFC_siraha-kalash-yatra-video-depicted-as-janakpur-protest,https://nepalfactcheck.org/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-09-at-11.14.17-AM-300x169.jpeg,जनकपुरको विरोध प्रदर्शनको भाइरल भिडियो वास्तवमा सिरहाको हो,1,Geographic_Mismatch,"Janakpur, Siraha, Kalash Yatra, Protest","Society, Religion",18/04/2025,ne,https://nepalfactcheck.org/2025/04/siraha-kalash-yatra-video-depicted-as-janakpur-protest/,जनकपुरको प्रदर्शन भन्दै भाइरल भिडियो वास्तवमा सिराहाको
NFC_siraha-kalash-yatra-video-depicted-as-janakpur-protest,https://nepalfactcheck.org/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-09-at-11.14.17-AM-300x169.jpeg,जनकपुरबाट विरोधका रूपमा सेयर गरिएको भाइरल भिडियो वास्तवमा सिरहा जिल्लाको कलश यात्रा (धार्मिक जुलुस) को हो ।,0,Pristine,"Janakpur, Siraha, Kalash Yatra, Protest","Society, Religion",18/04/2025,ne,https://nepalfactcheck.org/2025/04/siraha-kalash-yatra-video-depicted-as-janakpur-protest/,जनकपुरको प्रदर्शन भन्दै भाइरल भिडियो वास्तवमा सिराहाको
NFC_balen-shah-setopati-false-claim-fact-check,https://nepalfactcheck.org/wp-content/uploads/2025/04/balkhu-1-300x169.jpg,के मेयर बलेनले e-BPS कार्यविधिमा नभएको भन्दै स्टेटस लेख्नुभएको थियो ?,1,Miscaptioned,"Balendra Shah, Balen, Setopati, Kathmandu","Politics, Government",22/04/2025,ne,https://nepalfactcheck.org/2025/04/balen-shah-setopati-false-claim-fact-check/,के मेयर बालेनले कार्यविधिमा नभएको इ-बीपीएसबारे उल्लेख गर्दै स्टायटस लेखेका हुन्?
